date,district,pm25,pm10,no2,o3,temperature,humidity,wind_speed,aqi
2023-06-04,Baikonur,9.84,15.55,37.8,64.8,13.47,70.46,8.67,25.3
2023-06-05,Baikonur,6.69,10.16,60.53,34.6,15.13,61.7,10.56,10.3
2023-06-06,Baikonur,5.0,9.13,25.73,47.8,18.38,68.55,11.3,31.8
2023-06-07,Baikonur,5.0,8.32,54.53,24.25,9.23,47.97,5.11,12.8
2023-06-08,Baikonur,5.4,8.3,22.84,31.35,14.0,57.13,5.95,22.6
2023-06-09,Baikonur,13.61,21.26,33.24,77.83,15.57,45.1,1.12,53.3
2023-06-10,Baikonur,12.85,24.0,47.92,45.72,13.12,72.24,7.13,25.9
2023-06-11,Baikonur,7.44,13.09,58.27,26.34,14.64,71.27,4.54,30.9
2023-06-12,Baikonur,9.03,13.74,29.72,47.35,16.15,63.8,6.24,47.8
2023-06-13,Baikonur,12.28,19.32,41.72,46.08,12.06,69.53,4.5,36.5
2023-06-14,Baikonur,7.49,14.57,19.58,53.88,10.3,77.67,10.97,30.3
2023-06-15,Baikonur,5.0,7.72,48.12,42.26,14.34,39.47,3.42,21.2
2023-06-16,Baikonur,6.54,9.96,16.4,57.76,8.56,60.48,3.34,28.8
2023-06-17,Baikonur,16.97,28.05,38.67,19.96,6.66,40.97,11.43,38.8
2023-06-18,Baikonur,5.14,9.38,50.01,52.72,16.95,64.12,7.92,32.6
2023-06-19,Baikonur,5.0,8.15,29.42,28.94,18.78,58.42,6.63,20.2
2023-06-20,Baikonur,11.89,21.95,13.57,28.66,14.94,58.25,8.74,44.2
2023-06-21,Baikonur,12.79,23.91,50.06,70.41,17.38,65.89,8.29,46.3
2023-06-22,Baikonur,7.02,11.71,25.86,72.04,13.11,48.06,6.8,32.4
2023-06-23,Baikonur,8.11,13.12,29.32,42.48,10.57,50.05,4.29,31.6
2023-06-24,Baikonur,12.88,24.41,62.97,80.82,17.57,49.45,1.41,48.3
2023-06-25,Baikonur,6.5,10.98,57.65,74.63,11.45,45.33,10.77,18.5
2023-06-26,Baikonur,10.16,17.65,27.62,72.42,14.05,42.17,4.31,49.3
2023-06-27,Baikonur,5.0,7.97,18.22,69.98,12.66,72.59,7.64,32.9
2023-06-28,Baikonur,5.0,8.6,59.27,39.16,16.38,79.19,8.38,27.8
2023-06-29,Baikonur,6.27,10.37,49.59,76.77,14.52,74.59,6.49,14.8
2023-06-30,Baikonur,7.52,13.47,61.62,39.38,12.36,63.29,9.13,14.6
2023-07-01,Baikonur,5.0,8.77,17.65,67.22,12.05,57.46,10.56,21.2
2023-07-02,Baikonur,5.0,9.28,53.93,47.67,15.77,54.43,7.3,24.2
2023-07-03,Baikonur,5.11,8.23,40.55,37.05,9.99,50.87,9.88,18.2
2023-07-04,Baikonur,6.15,10.42,54.11,56.76,9.31,39.66,5.08,21.0
2023-07-05,Baikonur,5.0,8.28,47.33,74.17,17.71,76.56,7.65,10.9
2023-07-06,Baikonur,5.0,8.86,39.73,48.23,15.34,77.61,5.31,14.1
2023-07-07,Baikonur,5.0,8.68,45.51,55.08,13.93,54.61,7.16,25.0
2023-07-08,Baikonur,5.0,7.98,45.48,29.26,11.28,65.47,10.06,8.8
2023-07-09,Baikonur,12.87,20.82,14.84,30.33,12.45,51.75,6.48,27.8
2023-07-10,Baikonur,5.25,9.24,12.32,64.16,8.61,68.79,7.22,24.6
2023-07-11,Baikonur,5.0,9.09,41.57,34.91,14.64,70.85,9.4,25.8
2023-07-12,Baikonur,9.32,16.99,34.82,27.31,11.84,76.68,7.34,31.3
2023-07-13,Baikonur,5.0,8.76,40.74,38.36,13.52,70.25,11.2,13.6
2023-07-14,Baikonur,5.0,7.82,37.41,43.75,12.35,43.35,6.57,14.2
2023-07-15,Baikonur,6.18,9.8,21.25,52.64,16.9,34.18,1.2,25.7
2023-07-16,Baikonur,5.57,9.54,42.21,27.5,16.76,54.28,2.23,25.0
2023-07-17,Baikonur,9.23,18.06,58.67,49.55,12.28,54.72,4.27,24.5
2023-07-18,Baikonur,10.41,15.8,55.51,29.53,13.16,79.47,7.81,26.0
2023-07-19,Baikonur,5.0,7.99,30.1,72.04,12.46,53.79,10.85,23.4
2023-07-20,Baikonur,5.0,9.15,12.31,68.3,13.99,49.8,7.89,21.8
2023-07-21,Baikonur,9.73,15.83,24.71,57.51,10.12,49.19,3.2,30.6
2023-07-22,Baikonur,13.36,22.94,23.86,79.58,16.96,49.88,1.73,51.3
2023-07-23,Baikonur,5.0,9.09,17.93,30.3,14.27,69.79,8.1,3.1
2023-07-24,Baikonur,9.59,16.49,57.9,76.53,12.63,42.66,5.95,38.3
2023-07-25,Baikonur,14.48,22.1,22.9,61.16,14.12,63.02,9.48,46.2
2023-07-26,Baikonur,6.94,13.13,39.55,71.61,12.08,59.18,1.93,29.3
2023-07-27,Baikonur,13.5,24.65,43.78,79.72,10.6,75.96,2.89,30.9
2023-07-28,Baikonur,5.0,9.91,44.12,27.16,3.18,54.02,10.86,14.3
2023-07-29,Baikonur,5.01,7.9,28.92,68.21,15.64,33.27,4.79,20.9
2023-07-30,Baikonur,5.0,7.9,50.15,39.66,12.15,77.84,11.18,30.3
2023-07-31,Baikonur,9.85,19.32,23.67,77.42,7.39,49.7,7.12,30.5
2023-08-01,Baikonur,12.44,23.67,55.88,43.09,10.81,75.98,5.33,35.4
2023-08-02,Baikonur,5.0,7.94,53.07,45.04,13.13,39.6,7.92,11.5
2023-08-03,Baikonur,5.9,11.26,45.64,72.67,14.86,55.73,5.66,31.0
2023-08-04,Baikonur,6.9,12.11,35.54,50.08,11.18,34.34,9.54,19.6
2023-08-05,Baikonur,5.0,7.66,51.9,63.66,15.36,78.6,2.53,23.9
2023-08-06,Baikonur,5.3,8.14,56.48,66.81,8.02,52.75,3.51,16.8
2023-08-07,Baikonur,5.0,9.87,49.89,37.91,13.29,35.93,5.11,34.6
2023-08-08,Baikonur,6.07,10.02,45.69,81.44,10.15,37.1,7.43,16.0
2023-08-09,Baikonur,5.0,8.74,45.64,41.42,16.39,52.04,10.98,19.1
2023-08-10,Baikonur,5.22,10.41,43.29,64.87,15.49,60.36,2.81,29.7
2023-08-11,Baikonur,5.0,9.25,53.17,72.25,12.16,74.64,7.03,23.3
2023-08-12,Baikonur,5.0,8.16,23.07,67.21,9.44,46.06,6.48,15.1
2023-08-13,Baikonur,9.38,17.35,50.78,51.96,12.95,37.18,4.69,39.6
2023-08-14,Baikonur,5.0,8.06,42.66,40.91,8.42,65.09,11.92,12.2
2023-08-15,Baikonur,5.0,8.23,49.35,78.57,5.28,35.13,3.16,24.3
2023-08-16,Baikonur,6.08,10.64,53.38,73.4,11.53,67.51,2.07,16.9
2023-08-17,Baikonur,14.08,24.5,63.51,72.32,5.3,56.53,10.11,35.4
2023-08-18,Baikonur,5.0,8.67,41.74,74.49,5.59,41.22,9.54,8.4
2023-08-19,Baikonur,6.89,10.97,40.13,81.74,8.55,50.38,2.56,32.0
2023-08-20,Baikonur,8.1,14.16,21.23,59.71,8.9,63.88,10.13,26.4
2023-08-21,Baikonur,12.94,20.53,27.85,22.99,7.0,68.33,1.19,30.2
2023-08-22,Baikonur,11.41,21.55,58.25,50.43,3.1,79.93,8.92,20.1
2023-08-23,Baikonur,14.84,24.94,33.98,62.28,3.93,79.23,3.84,34.7
2023-08-24,Baikonur,8.09,15.26,38.25,49.76,3.14,69.48,1.3,4.8
2023-08-25,Baikonur,7.74,14.24,21.26,61.08,7.88,37.97,4.44,31.3
2023-08-26,Baikonur,8.31,13.24,46.8,36.19,9.95,54.25,11.23,9.2
2023-08-27,Baikonur,14.93,28.37,54.29,22.07,6.11,44.71,3.74,27.7
2023-08-28,Baikonur,5.0,9.71,35.33,67.17,7.04,59.28,2.64,12.9
2023-08-29,Baikonur,17.02,31.8,21.96,23.71,10.6,61.1,3.85,38.7
2023-08-30,Baikonur,11.12,17.49,41.29,31.73,5.92,70.81,6.75,33.9
2023-08-31,Baikonur,13.7,24.32,43.34,35.63,1.82,73.41,2.12,22.8
2023-09-01,Baikonur,5.0,8.25,46.63,28.81,7.45,76.78,5.28,23.0
2023-09-02,Baikonur,19.04,37.67,20.93,25.91,-2.54,66.33,3.92,32.2
2023-09-03,Baikonur,5.84,10.54,33.42,66.0,3.08,62.45,8.6,15.6
2023-09-04,Baikonur,17.9,29.94,50.94,26.59,5.7,64.22,4.63,34.0
2023-09-05,Baikonur,13.3,21.37,59.28,61.1,2.73,61.77,3.69,23.8
2023-09-06,Baikonur,12.82,23.12,50.07,73.37,4.35,55.32,5.98,27.5
2023-09-07,Baikonur,15.72,26.65,52.83,36.31,2.91,64.32,8.42,21.5
2023-09-08,Baikonur,15.78,29.16,63.39,47.61,6.97,43.38,1.37,41.0
2023-09-09,Baikonur,11.9,19.24,38.37,38.22,0.95,43.07,11.95,24.5
2023-09-10,Baikonur,13.9,27.07,25.66,47.91,-1.13,72.85,9.44,53.3
2023-09-11,Baikonur,20.25,39.18,39.27,58.08,2.24,33.02,4.21,54.3
2023-09-12,Baikonur,19.92,31.49,31.6,39.89,-0.61,68.06,1.25,27.9
2023-09-13,Baikonur,8.24,15.7,58.93,58.33,-5.29,33.31,8.45,28.5
2023-09-14,Baikonur,5.0,8.57,42.35,68.63,2.93,62.61,11.25,13.0
2023-09-15,Baikonur,15.15,24.96,23.65,49.84,-1.21,62.64,8.89,36.5
2023-09-16,Baikonur,14.5,27.0,39.62,40.52,0.15,48.0,3.84,46.5
2023-09-17,Baikonur,13.69,23.79,36.84,73.83,0.67,75.94,8.26,24.4
2023-09-18,Baikonur,19.07,32.26,62.64,40.07,4.14,70.94,6.09,44.3
2023-09-19,Baikonur,5.0,8.73,60.88,33.28,2.38,78.52,11.42,8.1
2023-09-20,Baikonur,11.05,19.41,60.53,50.69,-6.54,64.46,6.9,20.7
2023-09-21,Baikonur,11.76,21.22,27.49,45.4,1.37,74.31,11.04,35.0
2023-09-22,Baikonur,10.61,16.72,20.16,60.87,0.6,58.91,4.72,13.7
2023-09-23,Baikonur,12.72,22.95,49.57,47.51,-7.2,79.94,3.86,22.1
2023-09-24,Baikonur,11.91,21.11,59.03,63.01,-5.55,71.4,4.85,17.9
2023-09-25,Baikonur,5.0,9.52,43.87,38.67,-1.31,78.43,9.16,8.9
2023-09-26,Baikonur,15.01,29.83,43.05,45.29,-5.42,72.65,8.37,31.6
2023-09-27,Baikonur,15.85,31.42,53.14,30.59,-1.58,64.31,5.74,37.4
2023-09-28,Baikonur,20.38,34.41,29.27,75.06,-1.14,71.32,6.43,38.0
2023-09-29,Baikonur,6.89,12.24,54.45,73.28,-6.45,75.55,6.7,17.5
2023-09-30,Baikonur,10.94,21.26,35.72,34.84,-10.31,44.27,7.72,15.3
2023-10-01,Baikonur,9.41,15.6,49.78,29.68,-2.76,48.25,10.59,17.8
2023-10-02,Baikonur,11.63,18.78,27.54,28.55,-4.87,34.08,5.56,14.5
2023-10-03,Baikonur,13.43,26.61,19.89,68.13,-2.99,51.58,5.6,18.5
2023-10-04,Baikonur,17.36,28.01,52.86,52.53,-6.88,45.76,1.91,35.1
2023-10-05,Baikonur,21.77,40.62,46.05,64.81,-5.72,65.43,4.42,33.7
2023-10-06,Baikonur,10.68,20.38,15.8,55.46,-5.48,41.87,8.46,14.4
2023-10-07,Baikonur,13.0,23.49,57.28,25.19,-5.15,72.95,2.04,24.8
2023-10-08,Baikonur,14.93,26.28,19.82,42.09,-0.85,51.43,4.98,31.6
2023-10-09,Baikonur,16.05,31.31,42.33,55.88,-2.99,48.15,5.87,47.7
2023-10-10,Baikonur,19.03,29.35,55.21,26.37,-8.52,45.76,4.9,31.4
2023-10-11,Baikonur,10.94,21.13,58.6,45.1,-2.91,78.74,9.59,16.9
2023-10-12,Baikonur,12.7,19.95,47.95,24.37,-1.0,44.62,8.89,20.4
2023-10-13,Baikonur,18.09,29.21,52.97,27.54,-1.74,64.53,2.53,31.8
2023-10-14,Baikonur,16.29,25.96,50.86,28.28,-6.92,73.82,3.03,34.3
2023-10-15,Baikonur,17.62,32.84,54.68,16.36,-8.85,59.42,1.1,43.9
2023-10-16,Baikonur,14.84,25.41,49.52,69.83,-4.9,77.83,7.39,33.1
2023-10-17,Baikonur,24.31,37.27,37.17,68.53,-6.01,30.88,7.81,46.5
2023-10-18,Baikonur,14.45,25.96,46.72,50.47,-6.57,50.41,2.29,22.5
2023-10-19,Baikonur,8.92,13.91,46.09,24.51,-8.82,38.28,2.08,0.4
2023-10-20,Baikonur,6.12,9.57,42.64,62.94,-4.53,55.42,8.1,18.6
2023-10-21,Baikonur,19.25,32.5,41.94,60.1,-4.34,37.8,2.01,15.9
2023-10-22,Baikonur,24.98,40.57,32.16,53.8,-8.52,33.83,6.29,40.4
2023-10-23,Baikonur,19.55,37.4,52.88,50.42,-2.35,33.09,11.93,48.8
2023-10-24,Baikonur,22.39,34.47,41.74,50.11,-8.24,66.99,2.51,32.7
2023-10-25,Baikonur,17.5,30.87,38.37,57.53,-11.61,41.84,6.4,41.5
2023-10-26,Baikonur,22.74,38.13,41.2,24.92,-13.4,53.71,1.56,42.4
2023-10-27,Baikonur,22.33,35.02,44.76,52.17,-8.77,57.19,4.16,36.2
2023-10-28,Baikonur,23.85,38.21,20.28,30.53,-11.76,45.95,4.52,39.4
2023-10-29,Baikonur,25.06,45.16,42.6,14.94,-9.34,50.37,4.37,60.5
2023-10-30,Baikonur,13.25,21.39,55.72,35.5,-7.06,78.07,11.25,26.8
2023-10-31,Baikonur,23.7,45.94,53.85,50.05,-7.48,54.47,10.35,43.8
2023-11-01,Baikonur,17.91,32.03,28.36,62.35,-13.2,77.96,10.34,28.8
2023-11-02,Baikonur,15.51,24.63,19.89,26.8,-6.88,50.19,7.45,41.3
2023-11-03,Baikonur,22.5,37.52,42.34,62.08,-10.01,64.62,3.73,41.7
2023-11-04,Baikonur,16.83,33.34,45.43,67.44,-13.18,64.6,1.49,21.7
2023-11-05,Baikonur,6.43,11.18,37.31,25.92,-11.7,35.31,1.39,12.8
2023-11-06,Baikonur,14.97,26.33,51.3,15.67,-9.55,46.31,3.15,18.0
2023-11-07,Baikonur,18.19,28.62,38.58,22.08,-7.46,32.68,5.6,34.1
2023-11-08,Baikonur,29.49,51.02,62.98,27.16,-10.62,40.02,2.18,53.6
2023-11-09,Baikonur,17.67,33.68,23.83,37.66,-9.7,38.58,9.81,29.1
2023-11-10,Baikonur,23.76,39.21,46.98,25.43,-14.12,33.13,1.72,40.5
2023-11-11,Baikonur,16.44,26.72,21.94,51.84,-14.48,52.94,6.87,21.0
2023-11-12,Baikonur,12.96,22.21,57.44,52.93,-10.54,46.85,6.0,32.1
2023-11-13,Baikonur,19.96,35.65,24.25,18.25,-16.23,37.43,11.76,42.5
2023-11-14,Baikonur,21.91,34.93,24.33,13.24,-13.84,63.79,5.1,43.5
2023-11-15,Baikonur,19.8,34.75,56.71,65.6,-13.92,77.36,9.24,48.1
2023-11-16,Baikonur,18.51,34.17,57.29,20.96,-9.74,62.55,2.32,20.3
2023-11-17,Baikonur,29.16,56.1,44.47,40.61,-11.91,36.61,1.39,39.8
2023-11-18,Baikonur,26.47,43.33,31.33,10.21,-15.06,67.76,10.34,46.2
2023-11-19,Baikonur,25.53,45.23,59.53,65.6,-13.84,69.42,3.82,18.3
2023-11-20,Baikonur,30.22,46.14,63.97,6.83,-14.89,67.48,1.23,46.8
2023-11-21,Baikonur,20.73,34.8,57.01,54.07,-14.41,62.64,4.19,34.4
2023-11-22,Baikonur,29.03,43.9,26.35,56.82,-17.61,31.94,1.9,44.5
2023-11-23,Baikonur,30.15,55.77,33.05,36.84,-16.57,61.19,7.86,59.9
2023-11-24,Baikonur,22.39,33.88,18.12,17.03,-17.41,41.66,9.1,21.0
2023-11-25,Baikonur,18.06,30.65,41.36,39.49,-16.18,30.8,11.87,17.0
2023-11-26,Baikonur,16.61,24.94,57.97,25.42,-19.23,74.28,4.32,15.8
2023-11-27,Baikonur,24.91,41.76,66.78,30.69,-20.34,59.22,2.35,40.3
2023-11-28,Baikonur,16.19,24.41,59.78,58.99,-10.57,50.24,1.6,21.5
2023-11-29,Baikonur,21.54,32.95,52.83,15.4,-13.26,68.55,7.63,16.4
2023-11-30,Baikonur,17.82,27.17,36.74,61.36,-11.78,69.49,9.88,41.5
2023-12-01,Baikonur,22.58,41.24,23.46,61.17,-11.84,59.46,4.82,36.5
2023-12-02,Baikonur,30.66,60.73,55.18,40.62,-17.66,65.18,5.74,40.7
2023-12-03,Baikonur,23.74,40.74,39.92,51.13,-16.24,52.07,3.08,43.3
2023-12-04,Baikonur,14.43,28.16,54.63,16.0,-10.39,71.63,11.93,13.2
2023-12-05,Baikonur,20.01,37.66,32.67,33.12,-11.68,63.22,7.11,12.5
2023-12-06,Baikonur,16.15,25.91,35.98,21.33,-19.29,68.82,3.39,20.1
2023-12-07,Baikonur,25.36,44.07,53.3,14.02,-12.53,50.84,4.01,50.3
2023-12-08,Baikonur,16.19,25.11,46.78,33.06,-14.58,43.12,11.93,15.3
2023-12-09,Baikonur,25.64,48.43,60.57,16.15,-14.83,33.96,6.75,46.3
2023-12-10,Baikonur,20.69,34.61,40.99,48.58,-15.42,44.33,3.63,36.8
2023-12-11,Baikonur,18.4,33.78,49.41,38.98,-16.36,40.46,11.76,13.7
2023-12-12,Baikonur,21.64,40.14,62.09,66.14,-15.57,54.35,6.62,22.5
2023-12-13,Baikonur,20.59,32.75,45.32,31.04,-11.65,50.26,7.7,27.1
2023-12-14,Baikonur,17.37,30.94,25.87,45.79,-13.42,51.1,6.8,33.5
2023-12-15,Baikonur,18.72,31.99,30.68,31.4,-16.24,37.28,11.94,30.0
2023-12-16,Baikonur,17.28,31.71,37.26,46.61,-16.44,65.1,10.78,20.5
2023-12-17,Baikonur,20.91,41.25,41.62,30.88,-13.6,30.26,3.37,35.8
2023-12-18,Baikonur,27.19,52.23,28.11,22.35,-16.67,73.39,11.59,56.4
2023-12-19,Baikonur,16.68,27.21,30.34,60.75,-13.34,40.14,9.21,29.9
2023-12-20,Baikonur,24.84,46.97,27.76,36.95,-16.54,70.99,9.94,48.9
2023-12-21,Baikonur,31.24,57.04,50.08,10.28,-13.47,56.02,1.88,65.9
2023-12-22,Baikonur,19.37,36.01,44.68,65.75,-18.76,72.13,10.57,18.8
2023-12-23,Baikonur,24.94,38.06,40.16,47.88,-17.36,59.63,4.38,31.1
2023-12-24,Baikonur,18.09,28.21,57.25,61.57,-18.63,72.9,5.15,14.2
2023-12-25,Baikonur,19.46,33.31,65.49,24.21,-18.66,48.07,8.85,24.6
2023-12-26,Baikonur,28.6,53.76,61.57,14.45,-13.39,44.45,2.68,40.7
2023-12-27,Baikonur,17.53,29.32,30.25,44.48,-13.77,63.44,8.38,29.8
2023-12-28,Baikonur,24.81,38.07,46.95,54.17,-12.29,33.46,2.63,41.3
2023-12-29,Baikonur,27.83,50.78,29.67,10.94,-10.04,48.85,6.57,50.1
2023-12-30,Baikonur,26.67,47.08,46.89,52.0,-9.24,48.08,11.43,50.1
2023-12-31,Baikonur,29.4,46.86,54.63,44.14,-15.02,61.59,4.55,46.4
2023-01-01,Nura,33.08,52.38,34.42,50.69,-17.05,66.85,6.38,58.9
2023-01-02,Nura,21.36,38.56,42.33,19.45,-16.29,67.0,8.42,25.2
2023-01-03,Nura,31.03,54.09,55.53,47.38,-10.09,53.32,11.27,61.4
2023-01-04,Nura,32.56,61.62,52.51,49.08,-12.28,52.67,9.66,53.4
2023-01-05,Nura,26.24,41.02,28.4,40.38,-18.37,39.09,3.71,47.2
2023-01-06,Nura,29.62,53.84,19.68,61.35,-15.07,73.06,6.78,56.2
2023-01-07,Nura,39.96,75.31,47.65,15.37,-14.39,56.74,5.98,69.1
2023-01-08,Nura,29.88,48.39,34.94,20.33,-14.16,42.57,5.05,56.5
2023-01-09,Nura,45.25,76.15,52.56,22.39,-19.31,56.61,11.47,72.8
2023-01-10,Nura,23.16,42.72,17.12,40.5,-11.02,40.83,1.43,39.7
2023-01-11,Nura,22.46,40.34,58.29,42.4,-17.29,31.94,1.53,38.6
2023-01-12,Nura,19.48,36.98,16.42,36.45,-17.7,49.9,11.75,29.1
2023-01-13,Nura,28.29,47.86,66.08,12.91,-15.01,38.19,4.77,55.9
2023-01-14,Nura,22.46,40.63,57.38,31.44,-16.74,44.02,4.06,22.3
2023-01-15,Nura,24.08,47.99,58.04,56.39,-12.96,72.57,11.12,43.6
2023-01-16,Nura,20.43,38.13,53.7,23.57,-7.57,52.08,9.16,25.5
2023-01-17,Nura,23.78,45.04,46.93,16.48,-14.32,67.4,8.88,38.8
2023-01-18,Nura,19.67,34.82,38.65,24.19,-12.53,62.16,10.85,20.5
2023-01-19,Nura,34.34,60.5,42.21,57.29,-14.27,61.57,2.56,75.2
2023-01-20,Nura,24.41,45.85,23.73,56.74,-8.66,79.61,10.29,37.6
2023-01-21,Nura,19.22,31.27,21.23,54.42,-9.94,38.9,9.29,27.9
2023-01-22,Nura,32.69,64.41,35.87,13.82,-11.75,46.61,9.52,53.4
2023-01-23,Nura,29.41,51.72,30.49,33.76,-14.86,53.44,3.75,41.1
2023-01-24,Nura,24.91,49.05,50.81,65.15,-10.26,45.03,2.19,43.4
2023-01-25,Nura,31.33,47.93,39.64,54.62,-16.55,48.11,2.59,37.2
2023-01-26,Nura,26.0,41.27,30.56,23.36,-11.18,47.68,1.83,43.1
2023-01-27,Nura,21.34,41.54,19.42,33.13,-12.14,52.87,11.51,45.6
2023-01-28,Nura,34.89,57.17,42.95,30.25,-4.29,75.72,7.43,71.0
2023-01-29,Nura,16.8,28.09,40.61,23.08,-10.49,60.67,10.95,26.8
2023-01-30,Nura,32.19,56.42,46.25,51.43,-10.96,37.67,4.5,57.4
2023-01-31,Nura,21.6,33.71,51.58,47.99,-7.91,70.2,11.15,37.9
2023-02-01,Nura,25.48,39.35,39.59,65.71,-9.13,65.17,6.55,39.4
2023-02-02,Nura,27.44,42.76,55.1,49.4,-14.27,75.44,5.27,51.4
2023-02-03,Nura,19.69,30.38,48.36,53.38,-10.0,51.8,2.85,28.7
2023-02-04,Nura,19.5,33.45,65.35,15.87,-15.6,32.16,7.12,26.0
2023-02-05,Nura,24.09,46.81,55.57,48.39,-9.0,73.83,4.56,45.1
2023-02-06,Nura,39.08,64.34,41.33,34.57,-14.69,60.73,6.5,71.9
2023-02-07,Nura,18.45,29.02,36.73,36.25,-10.13,35.79,10.52,19.2
2023-02-08,Nura,31.36,51.82,20.28,38.16,-5.7,62.26,8.68,65.1
2023-02-09,Nura,23.75,40.16,53.09,11.48,-16.12,38.36,7.95,26.1
2023-02-10,Nura,33.07,66.1,60.87,26.28,-10.19,65.79,3.19,57.9
2023-02-11,Nura,22.19,36.92,56.7,61.55,-12.45,73.56,6.68,38.5
2023-02-12,Nura,24.68,41.77,49.5,61.02,-10.98,67.54,10.09,46.2
2023-02-13,Nura,25.3,40.44,44.68,13.02,-8.23,32.83,5.5,44.1
2023-02-14,Nura,34.68,66.67,56.17,16.7,-7.12,56.22,8.76,55.8
2023-02-15,Nura,19.23,29.53,19.82,39.51,-9.25,61.43,2.89,41.7
2023-02-16,Nura,35.97,59.15,48.54,66.15,-7.39,60.63,6.7,79.0
2023-02-17,Nura,26.73,44.16,58.49,65.28,-10.39,74.44,4.66,48.6
2023-02-18,Nura,30.92,48.66,25.07,52.73,-0.65,49.5,1.14,62.4
2023-02-19,Nura,24.91,39.18,30.28,41.14,-12.18,49.13,3.74,41.9
2023-02-20,Nura,19.96,35.13,47.66,35.94,-9.53,67.57,7.91,53.7
2023-02-21,Nura,22.66,43.78,41.67,15.99,-7.38,69.83,1.61,37.4
2023-02-22,Nura,28.28,49.71,53.95,52.86,-9.68,79.28,8.6,55.8
2023-02-23,Nura,24.75,44.66,42.43,70.19,-0.84,30.65,6.61,56.0
2023-02-24,Nura,21.59,35.04,64.96,57.25,-8.71,75.87,10.93,34.7
2023-02-25,Nura,15.97,28.44,40.93,59.95,2.56,55.65,10.05,38.3
2023-02-26,Nura,27.38,41.41,20.83,66.88,-3.84,34.27,2.39,63.2
2023-02-27,Nura,26.73,46.36,40.96,24.09,-5.38,45.6,9.4,64.0
2023-02-28,Nura,24.81,38.99,60.91,21.06,-9.1,55.36,2.87,42.4
2023-03-01,Nura,22.39,41.02,43.29,52.17,-5.5,66.78,5.9,49.3
2023-03-02,Nura,25.59,40.96,45.05,57.32,-7.62,77.82,4.04,41.6
2023-03-03,Nura,28.49,51.69,51.32,55.68,-8.93,64.68,8.88,31.4
2023-03-04,Nura,16.76,32.5,37.46,52.89,-7.74,37.25,2.7,28.8
2023-03-05,Nura,27.12,53.08,43.06,24.95,-1.85,71.71,8.21,45.7
2023-03-06,Nura,24.09,41.78,60.16,40.25,-5.41,48.36,10.28,44.6
2023-03-07,Nura,21.16,37.97,23.54,29.27,0.16,48.12,5.37,36.1
2023-03-08,Nura,27.18,41.96,42.63,18.39,-3.5,61.98,8.6,55.1
2023-03-09,Nura,24.81,38.48,61.44,65.42,4.76,61.02,5.93,54.5
2023-03-10,Nura,14.95,28.96,39.65,42.61,-4.2,37.79,11.14,37.0
2023-03-11,Nura,31.18,61.14,69.06,13.28,-7.2,51.42,11.32,63.4
2023-03-12,Nura,20.98,41.17,26.96,48.36,0.04,61.09,11.88,38.8
2023-03-13,Nura,23.33,37.11,26.49,18.33,-3.31,39.56,2.69,33.5
2023-03-14,Nura,18.55,35.02,31.72,49.58,-1.17,42.72,9.62,38.7
2023-03-15,Nura,20.73,34.79,42.15,62.34,1.33,59.28,9.26,49.0
2023-03-16,Nura,34.06,61.17,53.81,58.27,-4.85,48.81,3.46,63.8
2023-03-17,Nura,19.04,30.52,48.16,51.61,-0.18,76.75,8.99,41.6
2023-03-18,Nura,19.8,39.26,61.51,16.42,0.44,75.75,11.44,42.8
2023-03-19,Nura,20.29,30.54,27.88,17.1,-1.17,44.76,4.27,46.3
2023-03-20,Nura,22.43,43.22,22.39,73.52,-0.89,79.89,5.93,54.8
2023-03-21,Nura,22.01,37.58,58.74,54.05,-0.17,34.83,1.2,42.2
2023-03-22,Nura,19.43,35.04,56.33,40.43,-5.31,54.02,2.79,37.6
2023-03-23,Nura,16.84,32.64,26.44,40.12,-1.23,64.55,8.77,28.1
2023-03-24,Nura,21.7,33.42,58.66,62.63,0.5,70.41,4.88,41.6
2023-03-25,Nura,12.68,20.39,24.61,18.09,-2.62,42.36,3.34,36.5
2023-03-26,Nura,22.69,39.39,59.81,55.79,3.14,62.67,7.25,43.6
2023-03-27,Nura,22.35,38.42,60.73,30.44,3.96,59.22,8.19,50.1
2023-03-28,Nura,17.11,33.53,37.91,40.99,1.93,54.38,10.03,30.8
2023-03-29,Nura,17.48,33.96,44.09,18.93,-0.74,66.81,1.88,32.5
2023-03-30,Nura,19.38,31.06,28.71,59.34,2.17,72.73,8.51,41.4
2023-03-31,Nura,16.07,25.74,34.86,48.08,-3.58,55.64,4.6,39.6
2023-04-01,Nura,25.58,38.52,50.47,24.7,0.04,63.3,2.68,49.0
2023-04-02,Nura,18.47,36.5,30.07,52.41,7.17,48.77,6.18,39.5
2023-04-03,Nura,23.11,40.98,38.5,61.37,1.03,46.14,7.08,45.0
2023-04-04,Nura,22.39,37.81,48.15,48.17,4.63,34.08,5.3,43.9
2023-04-05,Nura,25.11,40.88,30.98,37.77,4.84,34.12,4.32,41.9
2023-04-06,Nura,17.52,29.36,64.76,48.28,7.9,47.52,3.15,41.3
2023-04-07,Nura,9.43,16.03,33.95,79.54,5.33,61.45,3.74,21.2
2023-04-08,Nura,26.21,49.15,49.68,39.57,10.12,37.99,2.96,57.4
2023-04-09,Nura,17.45,33.78,54.38,42.23,7.54,55.21,9.48,43.7
